OrderNumber;Sales Channel;WarehouseCode;ProcuredDate;OrderDate;ShipDate;DeliveryDate;CurrencyCode;SalesTeamID;SalesTeamHead;CustomerID;CosutmerName;StoreID;ProductID;ProductName;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 0005901;Online;WARE-XYS1001;1/12/2019;18/4/2020;5/5/2020;6/5/2020;USD;14;Paul Holmes;5;Procter Corp;31;1;Cookware;4;0,1;3021,7;1843,237
SO - 0005902;In-Store;WARE-NMK1003;1/12/2019;18/4/2020;11/5/2020;14/5/2020;USD;11;Joshua Little;35;Amylin Group;167;4;Serveware;6;0,2;1005;804
SO - 0005903;In-Store;WARE-NBV1002;1/12/2019;19/4/2020;11/5/2020;18/5/2020;USD;10;Jonathan Hawkins;44;Winthrop ;62;34;Bedroom Furniture;5;0,075;2472,3;1236,15
SO - 0005904;Online;WARE-MKL1006;1/12/2019;19/4/2020;14/5/2020;17/5/2020;USD;16;Anthony Berry;20;Pacific Ltd;364;1;Cookware;7;0,075;1031,8;495,264
SO - 0005905;In-Store;WARE-NMK1003;1/12/2019;19/4/2020;2/5/2020;12/5/2020;USD;5;Stephen Payne;40;Select ;116;20;Bar Tools;3;0,2;1011,7;576,669
SO - 0005906;In-Store;WARE-PUJ1005;1/12/2019;19/4/2020;13/5/2020;22/5/2020;USD;8;George Lewis;3;Elorac, Corp;328;27;Wreaths;4;0,3;2217,7;1618,921
SO - 0005907;Wholesale;WARE-UHY1004;10/3/2020;19/4/2020;15/5/2020;21/5/2020;USD;26;Donald Reynolds;27;Wuxi Group;259;20;Bar Tools;5;0,075;1045,2;533,052
SO - 0005908;In-Store;WARE-XYS1001;1/12/2019;20/4/2020;27/4/2020;7/5/2020;USD;9;Joshua Ryan;14;Linde ;25;28;Phones;3;0,4;1313,2;945,504
SO - 0005909;Online;WARE-NMK1003;1/12/2019;20/4/2020;14/5/2020;17/5/2020;USD;19;Nicholas Cunningham;40;Select ;100;44;Pillows;3;0,075;3859,2;1813,824
SO - 0005910;Distributor;WARE-PUJ1005;10/3/2020;20/4/2020;12/5/2020;22/5/2020;USD;25;Patrick Graham;22;Capweld ;263;29;Pendants;6;0,1;6552,6;3866,034
SO - 0005911;In-Store;WARE-NMK1003;1/12/2019;20/4/2020;23/4/2020;2/5/2020;USD;10;Jonathan Hawkins;35;Amylin Group;142;44;Pillows;8;0,05;1855,9;965,068
SO - 0005912;Distributor;WARE-PUJ1005;1/12/2019;20/4/2020;17/5/2020;23/5/2020;USD;22;Joe Price;15;Rochester Ltd;298;24;Wall Frames;7;0,1;214,4;150,08
SO - 0005913;Online;WARE-MKL1006;10/3/2020;20/4/2020;26/4/2020;30/4/2020;USD;13;Todd Roberts;25;Prasco Group;342;6;Computers;1;0,2;1051,9;673,216
SO - 0005914;In-Store;WARE-NMK1003;10/3/2020;20/4/2020;13/5/2020;18/5/2020;USD;2;Keith Griffin;16;3LAB, Ltd;118;24;Wall Frames;6;0,2;1212,7;1006,541
SO - 0005915;In-Store;WARE-XYS1001;1/12/2019;20/4/2020;18/5/2020;20/5/2020;USD;8;George Lewis;15;Rochester Ltd;33;4;Serveware;4;0,075;3886;1748,7
SO - 0005916;Distributor;WARE-NMK1003;10/3/2020;20/4/2020;5/5/2020;13/5/2020;USD;24;Roy Rice;46;U.S. Ltd;144;39;Floor Lamps;3;0,15;5808,9;2555,916
SO - 0005917;Distributor;WARE-NMK1003;1/12/2019;21/4/2020;27/4/2020;3/5/2020;USD;23;Douglas Tucker;28;Dharma Ltd;128;4;Serveware;7;0,15;194,3;126,295
SO - 0005918;Distributor;WARE-PUJ1005;10/3/2020;21/4/2020;13/5/2020;21/5/2020;USD;23;Douglas Tucker;31;Uriel Group;308;3;Table Lamps;7;0,1;1768,8;760,584
SO - 0005919;Wholesale;WARE-NMK1003;10/3/2020;21/4/2020;28/4/2020;7/5/2020;USD;28;Carlos Miller;14;Linde ;178;12;Dining Furniture;8;0,1;3999,9;2159,946
SO - 0005920;Wholesale;WARE-UHY1004;10/3/2020;21/4/2020;4/5/2020;14/5/2020;USD;28;Carlos Miller;35;Amylin Group;232;47;Audio;3;0,075;3242,8;2756,38
SO - 0005921;Wholesale;WARE-UHY1004;10/3/2020;21/4/2020;10/5/2020;14/5/2020;USD;26;Donald Reynolds;20;Pacific Ltd;229;38;Wardrobes;6;0,15;2566,1;1796,27
SO - 0005922;Distributor;WARE-NMK1003;1/12/2019;22/4/2020;12/5/2020;19/5/2020;USD;25;Patrick Graham;40;Select ;103;21;Floral;5;0,15;1011,7;708,19
SO - 0005923;Online;WARE-UHY1004;10/3/2020;22/4/2020;26/4/2020;3/5/2020;USD;19;Nicholas Cunningham;36;O.E. Ltd;217;41;Collectibles;2;0,05;971,5;437,175
SO - 0005924;Online;WARE-NMK1003;1/12/2019;22/4/2020;5/5/2020;6/5/2020;USD;13;Todd Roberts;30;S.S.S. Group;98;14;Mirrors;1;0,075;5179,1;2434,177
SO - 0005925;In-Store;WARE-XYS1001;1/12/2019;22/4/2020;30/4/2020;6/5/2020;USD;2;Keith Griffin;7;New Ltd;38;37;Platters;7;0,075;1045,2;742,092
SO - 0005926;In-Store;WARE-MKL1006;1/12/2019;22/4/2020;15/5/2020;21/5/2020;USD;7;Shawn Cook;24;Burt's Corp;342;6;Computers;4;0,05;5494;2747
SO - 0005927;Online;WARE-UHY1004;1/12/2019;22/4/2020;15/5/2020;23/5/2020;USD;19;Nicholas Cunningham;19;Qualitest ;228;8;Cocktail Glasses;8;0,075;221,1;161,403
SO - 0005928;Online;WARE-NMK1003;10/3/2020;22/4/2020;4/5/2020;12/5/2020;USD;13;Todd Roberts;38;Ascend Ltd;174;24;Wall Frames;3;0,4;3906,1;2421,782
SO - 0005929;In-Store;WARE-PUJ1005;1/12/2019;22/4/2020;17/5/2020;27/5/2020;USD;7;Shawn Cook;25;Prasco Group;303;46;Sculptures;1;0,075;241,2;130,248
SO - 0005930;In-Store;WARE-MKL1006;1/12/2019;23/4/2020;27/4/2020;6/5/2020;USD;6;Joshua Bennett;7;New Ltd;361;17;Furniture Cushions;2;0,1;1132,3;871,871
SO - 0005931;In-Store;WARE-XYS1001;10/3/2020;23/4/2020;25/4/2020;1/5/2020;USD;11;Joshua Little;17;Pure Group;22;14;Mirrors;4;0,2;1139;933,98
SO - 0005932;Distributor;WARE-UHY1004;1/12/2019;23/4/2020;16/5/2020;18/5/2020;USD;25;Patrick Graham;12;Medline ;231;42;Bean Bags;4;0,2;6344,9;3616,593
SO - 0005933;Distributor;WARE-NBV1002;10/3/2020;23/4/2020;30/4/2020;4/5/2020;USD;22;Joe Price;15;Rochester Ltd;84;41;Collectibles;5;0,05;971,5;680,05
SO - 0005934;Online;WARE-NMK1003;10/3/2020;23/4/2020;27/4/2020;5/5/2020;USD;16;Anthony Berry;11;Apollo Ltd;160;33;Outdoor Decor;1;0,1;3865,9;1585,019
SO - 0005935;Online;WARE-MKL1006;1/12/2019;23/4/2020;1/5/2020;9/5/2020;USD;20;Anthony Torres;47;Niconovum Corp;357;19;Vanities;4;0,075;268;184,92
SO - 0005936;Wholesale;WARE-NMK1003;1/12/2019;23/4/2020;17/5/2020;21/5/2020;USD;28;Carlos Miller;14;Linde ;117;20;Bar Tools;5;0,15;1051,9;599,583
SO - 0005937;Online;WARE-XYS1001;1/12/2019;23/4/2020;3/5/2020;13/5/2020;USD;16;Anthony Berry;48;Fenwal, Corp;38;45;Home Fragrances;7;0,1;1058,6;561,058
SO - 0005938;In-Store;WARE-NBV1002;1/12/2019;23/4/2020;19/5/2020;21/5/2020;USD;2;Keith Griffin;12;Medline ;83;37;Platters;2;0,05;1025,1;584,307
SO - 0005939;Online;WARE-UHY1004;10/3/2020;23/4/2020;17/5/2020;23/5/2020;USD;20;Anthony Torres;3;Elorac, Corp;225;17;Furniture Cushions;7;0,075;241,2;115,776
SO - 0005940;Online;WARE-UHY1004;1/12/2019;23/4/2020;16/5/2020;25/5/2020;USD;17;Frank Brown;29;Apotheca, Ltd;227;7;Dinnerware;1;0,075;5212,6;2814,804
SO - 0005941;In-Store;WARE-PUJ1005;1/12/2019;23/4/2020;13/5/2020;20/5/2020;USD;1;Adam Hernandez;17;Pure Group;292;14;Mirrors;5;0,075;1943;952,07
SO - 0005942;In-Store;WARE-UHY1004;1/12/2019;23/4/2020;25/4/2020;3/5/2020;USD;3;Jerry Green;24;Burt's Corp;230;24;Wall Frames;5;0,075;5822,3;4599,617
SO - 0005943;Online;WARE-NBV1002;1/12/2019;23/4/2020;27/4/2020;29/4/2020;USD;16;Anthony Berry;24;Burt's Corp;84;17;Furniture Cushions;8;0,075;696,8;383,24
SO - 0005944;In-Store;WARE-UHY1004;1/12/2019;24/4/2020;2/5/2020;8/5/2020;USD;10;Jonathan Hawkins;3;Elorac, Corp;218;47;Audio;7;0,05;3993,2;2076,464
SO - 0005945;In-Store;WARE-UHY1004;1/12/2019;24/4/2020;6/5/2020;13/5/2020;USD;1;Adam Hernandez;40;Select ;244;20;Bar Tools;8;0,3;5956,3;3216,402
SO - 0005946;Online;WARE-PUJ1005;1/12/2019;24/4/2020;16/5/2020;25/5/2020;USD;19;Nicholas Cunningham;32;OHTA'S Corp;323;11;Ornaments;2;0,2;2505,8;1904,408
SO - 0005947;Online;WARE-XYS1001;1/12/2019;24/4/2020;2/5/2020;3/5/2020;USD;17;Frank Brown;34;OUR Ltd;52;1;Cookware;4;0,1;3463,9;2909,676
SO - 0005948;In-Store;WARE-XYS1001;1/12/2019;24/4/2020;15/5/2020;22/5/2020;USD;9;Joshua Ryan;34;OUR Ltd;29;33;Outdoor Decor;2;0,075;5835,7;2917,85
SO - 0005949;In-Store;WARE-PUJ1005;1/12/2019;24/4/2020;16/5/2020;25/5/2020;USD;3;Jerry Green;27;Wuxi Group;285;25;TV and video;8;0,05;2211;950,73
SO - 0005950;Online;WARE-XYS1001;1/12/2019;24/4/2020;7/5/2020;9/5/2020;USD;16;Anthony Berry;44;Winthrop ;35;23;Accessories;1;0,2;3691,7;2990,277
SO - 0005951;Online;WARE-XYS1001;10/3/2020;25/4/2020;30/4/2020;9/5/2020;USD;20;Anthony Torres;36;O.E. Ltd;33;29;Pendants;6;0,075;3819;2902,44
SO - 0005952;Distributor;WARE-UHY1004;10/3/2020;25/4/2020;20/5/2020;26/5/2020;USD;24;Roy Rice;28;Dharma Ltd;251;44;Pillows;4;0,05;1889,4;1322,58
SO - 0005953;In-Store;WARE-PUJ1005;10/3/2020;25/4/2020;11/5/2020;16/5/2020;USD;4;Chris Armstrong;11;Apollo Ltd;317;40;Rugs;3;0,1;2211;1238,16
SO - 0005954;Distributor;WARE-NMK1003;10/3/2020;25/4/2020;18/5/2020;22/5/2020;USD;24;Roy Rice;6;PEDIFIX, Corp;143;34;Bedroom Furniture;7;0,1;1259,6;831,336
SO - 0005955;In-Store;WARE-PUJ1005;1/12/2019;25/4/2020;10/5/2020;12/5/2020;USD;1;Adam Hernandez;22;Capweld ;291;31;Candleholders;5;0,05;268;147,4
SO - 0005956;Online;WARE-XYS1001;1/12/2019;25/4/2020;5/5/2020;11/5/2020;USD;17;Frank Brown;21;Ohio ;22;41;Collectibles;6;0,3;3892,7;2452,401
SO - 0005957;Wholesale;WARE-NMK1003;1/12/2019;25/4/2020;30/4/2020;3/5/2020;USD;27;Shawn Torres;37;AuroMedics Corp;193;10;Blankets;1;0,05;3986,5;2710,82
SO - 0005958;Online;WARE-NMK1003;1/12/2019;25/4/2020;4/5/2020;9/5/2020;USD;15;Roger Alexander;24;Burt's Corp;101;19;Vanities;1;0,075;1681,7;1109,922
SO - 0005959;Distributor;WARE-PUJ1005;1/12/2019;25/4/2020;9/5/2020;17/5/2020;USD;24;Roy Rice;49;Bare ;288;25;TV and video;3;0,05;1112,2;567,222
SO - 0005960;Distributor;WARE-NMK1003;1/12/2019;25/4/2020;23/5/2020;25/5/2020;USD;24;Roy Rice;12;Medline ;155;37;Platters;4;0,1;2539,3;1498,187
SO - 0005961;Online;WARE-UHY1004;1/12/2019;25/4/2020;1/5/2020;10/5/2020;USD;12;Carl Nguyen;14;Linde ;252;3;Table Lamps;3;0,2;1829,1;951,132
SO - 0005962;Online;WARE-NMK1003;10/3/2020;26/4/2020;21/5/2020;26/5/2020;USD;16;Anthony Berry;6;PEDIFIX, Corp;107;15;Outdoor Furniture;7;0,075;5594,5;4083,985
SO - 0005963;Online;WARE-NMK1003;10/3/2020;26/4/2020;17/5/2020;22/5/2020;USD;18;Shawn Wallace;21;Ohio ;178;30;Wall Coverings;5;0,1;174,2;130,65
SO - 0005964;In-Store;WARE-NMK1003;1/12/2019;26/4/2020;18/5/2020;27/5/2020;USD;6;Joshua Bennett;3;Elorac, Corp;114;4;Serveware;2;0,05;5688,3;2673,501
SO - 0005965;Distributor;WARE-NMK1003;1/12/2019;26/4/2020;3/5/2020;9/5/2020;USD;21;Samuel Fowler;37;AuroMedics Corp;107;24;Wall Frames;8;0,05;1748,7;944,298
SO - 0005966;Wholesale;WARE-MKL1006;10/3/2020;26/4/2020;30/4/2020;10/5/2020;USD;28;Carlos Miller;12;Medline ;335;11;Ornaments;5;0,2;1795,6;772,108
SO - 0005967;Online;WARE-NMK1003;1/12/2019;26/4/2020;30/4/2020;8/5/2020;USD;15;Roger Alexander;37;AuroMedics Corp;199;28;Phones;2;0,05;1051,9;694,254
SO - 0005968;In-Store;WARE-UHY1004;10/3/2020;26/4/2020;15/5/2020;20/5/2020;USD;6;Joshua Bennett;10;21st Ltd;221;23;Accessories;1;0,4;194,3;106,865
SO - 0005969;Distributor;WARE-NMK1003;1/12/2019;26/4/2020;6/5/2020;8/5/2020;USD;24;Roy Rice;11;Apollo Ltd;98;34;Bedroom Furniture;1;0,075;1721,9;843,731
SO - 0005970;Online;WARE-UHY1004;1/12/2019;27/4/2020;8/5/2020;16/5/2020;USD;13;Todd Roberts;17;Pure Group;251;28;Phones;8;0,1;944,7;472,35
SO - 0005971;Wholesale;WARE-NMK1003;1/12/2019;27/4/2020;17/5/2020;23/5/2020;USD;27;Shawn Torres;4;ETUDE Ltd;147;37;Platters;4;0,1;1112,2;800,784
SO - 0005972;Online;WARE-PUJ1005;1/12/2019;27/4/2020;14/5/2020;18/5/2020;USD;18;Shawn Wallace;31;Uriel Group;288;21;Floral;1;0,2;3035,1;1699,656
SO - 0005973;In-Store;WARE-PUJ1005;10/3/2020;27/4/2020;30/4/2020;10/5/2020;USD;10;Jonathan Hawkins;46;U.S. Ltd;262;29;Pendants;4;0,075;3229,4;1453,23
SO - 0005974;Distributor;WARE-UHY1004;10/3/2020;27/4/2020;22/5/2020;29/5/2020;USD;23;Douglas Tucker;34;OUR Ltd;220;34;Bedroom Furniture;5;0,15;3865,9;3092,72
SO - 0005975;Online;WARE-XYS1001;1/12/2019;27/4/2020;20/5/2020;26/5/2020;USD;17;Frank Brown;5;Procter Corp;45;2;Photo Frames;8;0,075;931,3;754,353
SO - 0005976;Distributor;WARE-NMK1003;1/12/2019;27/4/2020;3/5/2020;9/5/2020;USD;21;Samuel Fowler;29;Apotheca, Ltd;171;42;Bean Bags;1;0,1;1212,7;812,509
SO - 0005977;In-Store;WARE-NMK1003;10/3/2020;27/4/2020;25/5/2020;29/5/2020;USD;10;Jonathan Hawkins;6;PEDIFIX, Corp;138;36;Clocks;2;0,15;5695;2676,65
SO - 0005978;In-Store;WARE-PUJ1005;1/12/2019;27/4/2020;19/5/2020;27/5/2020;USD;7;Shawn Cook;7;New Ltd;277;4;Serveware;2;0,1;3926,2;2748,34
SO - 0005979;In-Store;WARE-NMK1003;1/12/2019;28/4/2020;8/5/2020;9/5/2020;USD;10;Jonathan Hawkins;40;Select ;178;38;Wardrobes;2;0,05;1172,5;492,45
SO - 0005980;Distributor;WARE-XYS1001;1/12/2019;28/4/2020;2/5/2020;8/5/2020;USD;21;Samuel Fowler;24;Burt's Corp;52;9;Baseball;4;0,1;998,3;808,623
SO - 0005981;Distributor;WARE-NMK1003;1/12/2019;28/4/2020;1/5/2020;10/5/2020;USD;24;Roy Rice;30;S.S.S. Group;119;19;Vanities;3;0,1;2311,5;1086,405
SO - 0005982;In-Store;WARE-NMK1003;1/12/2019;28/4/2020;7/5/2020;11/5/2020;USD;8;George Lewis;9;Ei ;88;43;Festive;5;0,3;5554,3;2777,15
SO - 0005983;Distributor;WARE-NMK1003;1/12/2019;28/4/2020;14/5/2020;16/5/2020;USD;23;Douglas Tucker;18;Eminence Corp;106;13;Bakeware;7;0,075;167,5;70,35
SO - 0005984;Distributor;WARE-NBV1002;1/12/2019;28/4/2020;15/5/2020;20/5/2020;USD;24;Roy Rice;5;Procter Corp;77;12;Dining Furniture;7;0,15;2505,8;1303,016
SO - 0005985;In-Store;WARE-MKL1006;1/12/2019;28/4/2020;9/5/2020;13/5/2020;USD;7;Shawn Cook;12;Medline ;341;1;Cookware;1;0,1;1139;683,4
SO - 0005986;In-Store;WARE-NMK1003;1/12/2019;28/4/2020;15/5/2020;21/5/2020;USD;10;Jonathan Hawkins;6;PEDIFIX, Corp;98;44;Pillows;4;0,05;3939,6;2560,74
SO - 0005987;In-Store;WARE-MKL1006;1/12/2019;28/4/2020;10/5/2020;20/5/2020;USD;1;Adam Hernandez;18;Eminence Corp;349;46;Sculptures;1;0,2;1969,8;1398,558
SO - 0005988;In-Store;WARE-NBV1002;1/12/2019;28/4/2020;16/5/2020;20/5/2020;USD;3;Jerry Green;44;Winthrop ;87;7;Dinnerware;8;0,05;1005;743,7
SO - 0005989;In-Store;WARE-XYS1001;1/12/2019;28/4/2020;6/5/2020;10/5/2020;USD;1;Adam Hernandez;35;Amylin Group;16;37;Platters;5;0,15;864,3;380,292
SO - 0005990;Online;WARE-UHY1004;1/12/2019;28/4/2020;30/4/2020;3/5/2020;USD;15;Roger Alexander;31;Uriel Group;210;28;Phones;4;0,15;227,8;150,348
SO - 0005991;In-Store;WARE-NMK1003;1/12/2019;28/4/2020;16/5/2020;19/5/2020;USD;6;Joshua Bennett;18;Eminence Corp;120;21;Floral;6;0,05;1072;428,8
SO - 0005992;Wholesale;WARE-NMK1003;1/12/2019;29/4/2020;12/5/2020;20/5/2020;USD;26;Donald Reynolds;30;S.S.S. Group;176;31;Candleholders;6;0,05;743,7;557,775
SO - 0005993;Distributor;WARE-NMK1003;1/12/2019;29/4/2020;5/5/2020;11/5/2020;USD;25;Patrick Graham;34;OUR Ltd;174;28;Phones;5;0,1;1896,1;948,05
SO - 0005994;In-Store;WARE-XYS1001;1/12/2019;29/4/2020;1/5/2020;2/5/2020;USD;9;Joshua Ryan;26;Mylan Corp;21;11;Ornaments;7;0,2;1862,6;1564,584
SO - 0005995;Wholesale;WARE-PUJ1005;1/12/2019;29/4/2020;20/5/2020;24/5/2020;USD;26;Donald Reynolds;21;Ohio ;287;19;Vanities;7;0,1;3872,6;3059,354
SO - 0005996;Online;WARE-UHY1004;1/12/2019;29/4/2020;17/5/2020;24/5/2020;USD;15;Roger Alexander;16;3LAB, Ltd;233;16;Stemware;2;0,075;2479;1512,19
SO - 0005997;Distributor;WARE-UHY1004;10/3/2020;29/4/2020;9/5/2020;13/5/2020;USD;25;Patrick Graham;5;Procter Corp;249;9;Baseball;5;0,075;1715,2;1200,64
SO - 0005998;In-Store;WARE-UHY1004;1/12/2019;29/4/2020;12/5/2020;22/5/2020;USD;3;Jerry Green;41;Weimei Corp;245;38;Wardrobes;4;0,05;3845,8;1884,442
SO - 0005999;Online;WARE-NMK1003;1/12/2019;29/4/2020;16/5/2020;22/5/2020;USD;17;Frank Brown;9;Ei ;196;40;Rugs;8;0,05;3202,6;2049,664
SO - 0006000;Distributor;WARE-PUJ1005;10/3/2020;29/4/2020;17/5/2020;20/5/2020;USD;24;Roy Rice;22;Capweld ;322;30;Wall Coverings;1;0,1;730,3;438,18
SO - 0006001;In-Store;WARE-UHY1004;10/3/2020;29/4/2020;3/5/2020;13/5/2020;USD;2;Keith Griffin;38;Ascend Ltd;261;22;Wine Storage;4;0,4;1889,4;1549,308
SO - 0006002;In-Store;WARE-NMK1003;10/3/2020;30/4/2020;25/5/2020;27/5/2020;USD;9;Joshua Ryan;44;Winthrop ;201;29;Pendants;4;0,05;3979,8;3343,032
SO - 0006003;In-Store;WARE-NBV1002;10/3/2020;30/4/2020;22/5/2020;24/5/2020;USD;1;Adam Hernandez;50;Sundial ;80;34;Bedroom Furniture;1;0,1;1949,7;1559,76
SO - 0006004;Online;WARE-XYS1001;1/12/2019;30/4/2020;9/5/2020;11/5/2020;USD;18;Shawn Wallace;9;Ei ;38;20;Bar Tools;2;0,15;2244,5;1683,375
SO - 0006005;In-Store;WARE-NMK1003;1/12/2019;30/4/2020;10/5/2020;18/5/2020;USD;3;Jerry Green;9;Ei ;160;10;Blankets;8;0,1;2512,5;1231,125
SO - 0006006;In-Store;WARE-NMK1003;10/3/2020;30/4/2020;9/5/2020;10/5/2020;USD;12;Carl Nguyen;2;WakeFern ;154;19;Vanities;8;0,4;984,9;679,581
SO - 0006007;In-Store;WARE-PUJ1005;10/3/2020;30/4/2020;6/5/2020;16/5/2020;USD;7;Shawn Cook;24;Burt's Corp;266;26;Candles;1;0,15;1118,9;704,907
SO - 0006008;Online;WARE-NMK1003;10/3/2020;30/4/2020;4/5/2020;9/5/2020;USD;17;Frank Brown;5;Procter Corp;170;29;Pendants;3;0,1;5835,7;2509,351
SO - 0006009;Online;WARE-MKL1006;10/3/2020;30/4/2020;3/5/2020;11/5/2020;USD;13;Todd Roberts;31;Uriel Group;356;44;Pillows;8;0,05;2860,9;2288,72
SO - 0006010;Online;WARE-NBV1002;1/12/2019;30/4/2020;26/5/2020;27/5/2020;USD;19;Nicholas Cunningham;17;Pure Group;85;34;Bedroom Furniture;4;0,05;6304,7;3026,256
SO - 0006011;Distributor;WARE-NMK1003;10/3/2020;1/5/2020;25/5/2020;30/5/2020;USD;23;Douglas Tucker;3;Elorac, Corp;100;25;TV and video;2;0,15;3262,9;1925,111
SO - 0006012;In-Store;WARE-XYS1001;1/12/2019;1/5/2020;9/5/2020;13/5/2020;USD;8;George Lewis;7;New Ltd;41;9;Baseball;8;0,05;227,8;95,676
SO - 0006013;Online;WARE-NMK1003;1/12/2019;1/5/2020;20/5/2020;24/5/2020;USD;16;Anthony Berry;20;Pacific Ltd;148;47;Audio;1;0,2;3839,1;1727,595
SO - 0006014;In-Store;WARE-XYS1001;1/12/2019;1/5/2020;5/5/2020;9/5/2020;USD;10;Jonathan Hawkins;26;Mylan Corp;18;22;Wine Storage;5;0,05;180,9;86,832
SO - 0006015;In-Store;WARE-PUJ1005;1/12/2019;1/5/2020;26/5/2020;4/6/2020;USD;3;Jerry Green;4;ETUDE Ltd;270;36;Clocks;5;0,3;221,1;148,137
SO - 0006016;Online;WARE-NMK1003;10/3/2020;1/5/2020;15/5/2020;17/5/2020;USD;17;Frank Brown;31;Uriel Group;88;17;Furniture Cushions;6;0,075;884,4;442,2
SO - 0006017;In-Store;WARE-PUJ1005;1/12/2019;1/5/2020;27/5/2020;4/6/2020;USD;8;George Lewis;30;S.S.S. Group;267;3;Table Lamps;1;0,3;1775,5;1296,115
SO - 0006018;In-Store;WARE-NBV1002;1/12/2019;1/5/2020;23/5/2020;28/5/2020;USD;9;Joshua Ryan;16;3LAB, Ltd;69;34;Bedroom Furniture;2;0,05;1065,3;521,997
SO - 0006019;Wholesale;WARE-NBV1002;1/12/2019;1/5/2020;5/5/2020;6/5/2020;USD;26;Donald Reynolds;46;U.S. Ltd;81;39;Floor Lamps;4;0,2;3879,3;1823,271
SO - 0006020;In-Store;WARE-NMK1003;1/12/2019;2/5/2020;24/5/2020;27/5/2020;USD;3;Jerry Green;37;AuroMedics Corp;121;2;Photo Frames;8;0,05;5118,8;3890,288
SO - 0006021;Distributor;WARE-XYS1001;10/3/2020;2/5/2020;25/5/2020;30/5/2020;USD;24;Roy Rice;35;Amylin Group;24;34;Bedroom Furniture;2;0,1;904,5;515,565
SO - 0006022;Online;WARE-UHY1004;10/3/2020;3/5/2020;27/5/2020;31/5/2020;USD;17;Frank Brown;48;Fenwal, Corp;224;39;Floor Lamps;7;0,4;1742;992,94
SO - 0006023;Online;WARE-MKL1006;1/12/2019;3/5/2020;11/5/2020;13/5/2020;USD;15;Roger Alexander;22;Capweld ;332;21;Floral;3;0,05;4013,3;2688,911
SO - 0006024;In-Store;WARE-UHY1004;10/3/2020;3/5/2020;17/5/2020;20/5/2020;USD;8;George Lewis;6;PEDIFIX, Corp;246;26;Candles;5;0,2;1306,5;1084,395
SO - 0006025;Online;WARE-XYS1001;10/3/2020;3/5/2020;28/5/2020;3/6/2020;USD;19;Nicholas Cunningham;41;Weimei Corp;37;16;Stemware;1;0,05;3222,7;2610,387
SO - 0006026;In-Store;WARE-UHY1004;1/12/2019;3/5/2020;29/5/2020;1/6/2020;USD;11;Joshua Little;45;Nipro ;207;36;Clocks;8;0,05;3973,1;1907,088
SO - 0006027;Online;WARE-XYS1001;1/12/2019;3/5/2020;14/5/2020;20/5/2020;USD;17;Frank Brown;39;Victory Ltd;38;27;Wreaths;5;0,1;1078,7;539,35
SO - 0006028;In-Store;WARE-XYS1001;1/12/2019;3/5/2020;24/5/2020;25/5/2020;USD;1;Adam Hernandez;40;Select ;49;27;Wreaths;5;0,2;3926,2;1845,314
SO - 0006029;Distributor;WARE-PUJ1005;10/3/2020;3/5/2020;12/5/2020;19/5/2020;USD;22;Joe Price;50;Sundial ;292;11;Ornaments;4;0,05;201;84,42
SO - 0006030;In-Store;WARE-NMK1003;1/12/2019;4/5/2020;18/5/2020;26/5/2020;USD;7;Shawn Cook;48;Fenwal, Corp;176;30;Wall Coverings;8;0,2;3685;2395,25
SO - 0006031;Distributor;WARE-UHY1004;1/12/2019;4/5/2020;21/5/2020;29/5/2020;USD;21;Samuel Fowler;8;Medsep Group;220;33;Outdoor Decor;6;0,2;3530,9;1482,978
SO - 0006032;Online;WARE-NBV1002;1/12/2019;4/5/2020;6/5/2020;11/5/2020;USD;18;Shawn Wallace;15;Rochester Ltd;63;14;Mirrors;7;0,1;777,2;349,74
SO - 0006033;In-Store;WARE-NMK1003;10/3/2020;4/5/2020;18/5/2020;28/5/2020;USD;6;Joshua Bennett;36;O.E. Ltd;126;1;Cookware;4;0,2;871;426,79
SO - 0006034;Online;WARE-XYS1001;1/12/2019;4/5/2020;29/5/2020;30/5/2020;USD;16;Anthony Berry;20;Pacific Ltd;36;26;Candles;4;0,2;1139;569,5
SO - 0006035;In-Store;WARE-NBV1002;1/12/2019;4/5/2020;28/5/2020;6/6/2020;USD;3;Jerry Green;13;Ole Group;83;11;Ornaments;3;0,1;167,5;118,925
SO - 0006036;Online;WARE-XYS1001;10/3/2020;5/5/2020;26/5/2020;30/5/2020;USD;20;Anthony Torres;1;Avon Corp;38;46;Sculptures;6;0,075;201;120,6
SO - 0006037;Distributor;WARE-NMK1003;10/3/2020;5/5/2020;31/5/2020;3/6/2020;USD;24;Roy Rice;40;Select ;133;16;Stemware;1;0,4;5607,9;4149,846
SO - 0006038;In-Store;WARE-PUJ1005;1/12/2019;5/5/2020;24/5/2020;31/5/2020;USD;9;Joshua Ryan;30;S.S.S. Group;318;35;Table Linens;8;0,15;3886;2059,58
SO - 0006039;In-Store;WARE-UHY1004;10/3/2020;5/5/2020;9/5/2020;11/5/2020;USD;7;Shawn Cook;25;Prasco Group;255;19;Vanities;4;0,1;3343,3;2407,176
SO - 0006040;Online;WARE-UHY1004;1/12/2019;5/5/2020;30/5/2020;1/6/2020;USD;18;Shawn Wallace;47;Niconovum Corp;224;25;TV and video;8;0,05;2814;1181,88
